model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Yaris,2014,4850,Manual,61170,Petrol,30,58.9,1.0
 Yaris,2016,12695,Automatic,15945,Hybrid,0,78.0,1.5
 Yaris,2014,10495,Automatic,29452,Hybrid,0,78.0,1.5
 Yaris,2017,8998,Manual,22210,Petrol,30,58.0,1.3
 Yaris,2016,8298,Manual,26633,Petrol,30,58.0,1.3
 Yaris,2013,5998,Manual,29257,Petrol,125,52.3,1.3
 Yaris,2017,8998,Manual,32009,Petrol,145,65.7,1.0
 Yaris,2017,8998,Manual,22420,Petrol,145,58.9,1.5
 Yaris,2018,10298,Manual,15588,Petrol,145,58.9,1.5
 Yaris,2018,8998,Manual,17120,Petrol,145,58.9,1.5
 Yaris,2016,8998,Manual,9342,Petrol,30,58.0,1.3
 Yaris,2017,9498,Manual,23277,Petrol,30,55.0,1.3
 Yaris,2017,8298,Manual,23317,Petrol,30,58.0,1.3
 Yaris,2017,10298,Manual,12090,Petrol,145,58.9,1.5
 Yaris,2017,9698,Manual,11016,Petrol,30,55.0,1.3
 Yaris,2015,7498,Manual,40683,Petrol,30,55.0,1.3
 Yaris,2013,5298,Manual,33072,Petrol,30,58.9,1.0
 Yaris,2019,13698,Automatic,8388,Hybrid,140,76.3,1.5
 Yaris,2016,8995,Manual,17876,Petrol,30,55.0,1.3
 Yaris,2015,6798,Manual,37425,Petrol,30,58.0,1.3
 Yaris,2015,9998,Automatic,49026,Hybrid,0,78.0,1.5
 Yaris,2018,10298,Manual,10525,Petrol,145,58.9,1.5
 Yaris,2017,8498,Manual,16527,Petrol,30,58.0,1.3
 Yaris,2018,14495,Automatic,7562,Hybrid,135,76.3,1.5
 Yaris,2019,16310,Automatic,1816,Hybrid,135,76.3,1.5
 Yaris,2016,10572,Automatic,35588,Hybrid,0,86.0,1.5
 Yaris,2018,9212,Manual,42000,Petrol,145,58.9,1.5
 Yaris,2020,12995,Manual,976,Petrol,145,47.9,1.5
 Yaris,2014,8995,Semi-Auto,36555,Petrol,30,55.4,1.3
 Yaris,2016,7995,Manual,24790,Petrol,0,66.0,1.0
 Yaris,2017,9995,Manual,25724,Petrol,30,55.0,1.3
 Yaris,2015,10895,Automatic,34012,Hybrid,0,78.0,1.5
 Yaris,2015,8995,Manual,18980,Petrol,30,55.0,1.3
 Yaris,2017,8995,Manual,15500,Petrol,30,58.0,1.3
 Yaris,2019,11747,Manual,14026,Petrol,145,47.9,1.5
 Yaris,2015,10498,Automatic,29311,Hybrid,0,78.0,1.5
 Yaris,2018,9998,Manual,26413,Petrol,145,58.9,1.5
 Yaris,2014,8498,Automatic,57677,Hybrid,0,80.7,1.5
 Yaris,2013,10498,Automatic,9425,Hybrid,0,80.7,1.5
 Yaris,2016,11495,Automatic,9500,Hybrid,0,86.0,1.5
 Yaris,2017,10495,Manual,10360,Petrol,30,55.0,1.3
 Yaris,2018,9798,Manual,11935,Petrol,145,58.9,1.5
 Yaris,2015,6995,Manual,33000,Petrol,0,66.0,1.0
 Yaris,2016,8590,Manual,13082,Petrol,30,58.0,1.3
 Yaris,2016,7498,Manual,30856,Petrol,30,58.0,1.3
 Yaris,2014,9998,Automatic,23073,Hybrid,0,76.3,1.5
 Yaris,2019,11995,Manual,8050,Petrol,145,47.9,1.5
 Yaris,2016,9298,Manual,27924,Petrol,30,55.0,1.3
 Yaris,2019,8495,Manual,14778,Petrol,145,56.5,1.5
 Yaris,2014,9795,Automatic,29759,Hybrid,0,80.7,1.5
 Yaris,2018,11895,Manual,12500,Petrol,145,56.5,1.5
 Yaris,2017,9995,Manual,10360,Petrol,145,58.9,1.5
 Yaris,2019,14495,Automatic,15100,Hybrid,135,76.3,1.5
 Yaris,2013,6998,Manual,17121,Petrol,125,51.4,1.3
 Yaris,2015,10998,Automatic,34802,Hybrid,0,78.0,1.5
 Yaris,2014,6995,Manual,67441,Petrol,125,52.3,1.3
 Yaris,2017,8498,Manual,23995,Petrol,30,58.0,1.3
 Yaris,2017,12498,Automatic,11485,Hybrid,0,86.0,1.5
 Yaris,2017,10295,Manual,15700,Petrol,145,58.9,1.5
 Yaris,2016,8998,Manual,13347,Petrol,30,58.0,1.3
 Yaris,2014,8998,Automatic,56307,Hybrid,0,76.3,1.5
 Yaris,2016,7998,Manual,20833,Petrol,30,58.0,1.3
 Yaris,2017,9498,Manual,31512,Petrol,145,55.0,1.3
 Yaris,2018,10695,Manual,11323,Petrol,145,58.9,1.5
 Yaris,2018,9998,Manual,19701,Petrol,145,47.1,1.5
 Yaris,2014,6498,Manual,20718,Petrol,125,52.3,1.3
 Yaris,2017,8298,Manual,29855,Petrol,30,58.0,1.3
 Yaris,2016,8698,Manual,8484,Petrol,0,66.0,1.0
 Yaris,2015,6195,Manual,44277,Petrol,30,58.0,1.3
 Yaris,2014,9998,Automatic,23998,Hybrid,0,76.3,1.5
 Yaris,2014,6498,Manual,34866,Petrol,125,51.4,1.3
 Yaris,2016,9498,Manual,20779,Petrol,30,55.0,1.3
 Yaris,2019,13498,Manual,1373,Petrol,145,47.9,1.5
 Yaris,2014,5998,Manual,50425,Petrol,30,58.0,1.3
 Yaris,2017,7998,Manual,35655,Petrol,30,58.0,1.3
 Yaris,2016,7998,Manual,37119,Petrol,30,58.0,1.3
 Yaris,2016,7998,Manual,25000,Petrol,30,58.0,1.3
 Yaris,2016,7298,Manual,8246,Petrol,0,66.0,1.0
 Yaris,2013,5498,Manual,43602,Petrol,125,52.3,1.3
 Yaris,2017,8698,Manual,27980,Petrol,30,58.0,1.3
 Yaris,2016,11498,Automatic,23191,Hybrid,0,86.0,1.5
 Yaris,2016,8698,Automatic,39513,Petrol,30,55.0,1.3
 Yaris,2018,10998,Manual,24584,Petrol,145,56.5,1.5
 Yaris,2016,7698,Manual,35987,Petrol,30,58.0,1.3
 Yaris,2017,8498,Manual,27154,Petrol,30,58.0,1.3
 Yaris,2016,7498,Manual,30712,Petrol,30,58.0,1.3
 Yaris,2016,8698,Manual,24709,Petrol,30,58.0,1.3
 Yaris,2016,7998,Manual,30159,Petrol,30,58.0,1.3
 Yaris,2013,5698,Manual,36253,Petrol,30,58.9,1.0
 Yaris,2017,9230,Manual,4312,Petrol,30,58.0,1.3
 Yaris,2013,4998,Manual,65545,Petrol,30,58.9,1.0
 Yaris,2017,9998,Manual,13498,Petrol,30,55.0,1.3
 Yaris,2016,8998,Manual,17221,Petrol,30,55.0,1.3
 Yaris,2016,7998,Manual,30233,Petrol,30,58.0,1.3
 Yaris,2017,9998,Manual,22500,Petrol,145,55.0,1.3
 Yaris,2017,10998,Manual,9844,Petrol,30,55.0,1.3
 Yaris,2017,9998,Manual,19285,Petrol,145,56.5,1.5
 Yaris,2017,9998,Manual,15208,Petrol,145,56.5,1.5
 Yaris,2017,9498,Manual,20624,Petrol,145,58.9,1.5
 Yaris,2014,6998,Manual,24900,Petrol,125,51.4,1.3
 Yaris,2015,6998,Manual,35700,Petrol,30,58.0,1.3
 Yaris,2016,7298,Manual,17001,Petrol,0,66.0,1.0
 Yaris,2016,12998,Automatic,10398,Hybrid,0,78.0,1.5
 Yaris,2017,9998,Manual,30241,Petrol,145,56.5,1.5
 Yaris,2017,9698,Manual,30996,Petrol,145,56.5,1.5
 Yaris,2017,12698,Automatic,32245,Hybrid,135,67.3,1.5
 Yaris,2017,9998,Manual,18837,Petrol,150,58.9,1.5
 Yaris,2019,12898,Manual,3120,Petrol,150,47.9,1.5
 Yaris,2015,8998,Automatic,16821,Petrol,30,58.0,1.3
 Yaris,2016,6998,Manual,22169,Petrol,0,66.0,1.0
 Yaris,2016,7298,Manual,34586,Petrol,30,58.0,1.3
 Yaris,2016,8998,Manual,16197,Petrol,30,58.0,1.3
 Yaris,2016,8998,Manual,16471,Petrol,30,58.0,1.3
 Yaris,2015,7298,Manual,32601,Petrol,30,55.0,1.3
 Yaris,2017,9498,Manual,10696,Petrol,30,58.0,1.3
 Yaris,2016,8698,Manual,18993,Petrol,30,58.0,1.3
 Yaris,2017,12498,Automatic,20644,Hybrid,0,78.0,1.5
 Yaris,2017,10495,Automatic,24311,Petrol,30,58.0,1.3
 Yaris,2016,9498,Manual,6849,Petrol,30,55.0,1.3
 Yaris,2017,11998,Automatic,42788,Hybrid,0,78.0,1.5
 Yaris,2017,9698,Manual,7601,Petrol,30,55.0,1.3
 Yaris,2017,10298,Manual,14020,Petrol,145,58.9,1.5
 Yaris,2017,8998,Manual,19404,Petrol,145,58.9,1.5
 Yaris,2015,11498,Automatic,15281,Hybrid,0,78.0,1.5
 Yaris,2017,9498,Manual,24306,Petrol,145,58.9,1.5
 Yaris,2014,6350,Manual,38996,Petrol,125,52.3,1.3
 Yaris,2015,7291,Manual,19450,Petrol,0,66.0,1.0
 Yaris,2013,5698,Manual,51358,Petrol,125,51.4,1.3
 Yaris,2018,9990,Manual,36526,Petrol,150,58.9,1.5
 Yaris,2015,6443,Manual,40039,Petrol,30,58.0,1.3
 Yaris,2015,6641,Manual,40070,Petrol,30,58.0,1.3
 Yaris,2017,8998,Manual,3601,Petrol,30,58.0,1.3
 Yaris,2013,6998,Semi-Auto,37825,Petrol,30,55.4,1.3
 Yaris,2017,13498,Automatic,7469,Hybrid,135,76.3,1.5
 Yaris,2016,13590,Automatic,10320,Hybrid,0,78.0,1.5
 Yaris,2018,10440,Manual,24155,Petrol,145,58.9,1.5
 Yaris,2017,9440,Manual,28502,Petrol,145,58.9,1.5
 Yaris,2017,9440,Manual,20115,Petrol,145,58.9,1.5
 Yaris,2016,10998,Automatic,17669,Petrol,30,55.0,1.3
 Yaris,2017,8498,Manual,18624,Petrol,30,58.0,1.3
 Yaris,2018,10990,Manual,15958,Petrol,150,58.9,1.5
 Yaris,2018,12690,Automatic,8965,Petrol,150,60.1,1.5
 Yaris,2019,13495,Manual,200,Petrol,145,47.9,1.5
 Yaris,2019,17990,Automatic,3471,Hybrid,135,76.3,1.5
 Yaris,2018,10998,Manual,8227,Petrol,145,47.1,1.5
 Yaris,2017,9998,Manual,5019,Petrol,145,65.7,1.0
 Yaris,2016,7998,Manual,25509,Petrol,30,58.0,1.3
 Yaris,2019,13498,Manual,2224,Petrol,145,47.9,1.5
 Yaris,2017,8898,Manual,16045,Petrol,30,58.0,1.3
 Yaris,2016,8298,Manual,26856,Petrol,30,58.0,1.3
 Yaris,2017,9998,Manual,10346,Petrol,145,56.5,1.5
 Yaris,2013,8880,Automatic,33618,Hybrid,0,80.7,1.5
 Yaris,2018,11290,Manual,15699,Petrol,145,47.1,1.5
 Yaris,2018,12990,Automatic,16463,Hybrid,135,76.3,1.5
 Yaris,2018,14440,Automatic,13146,Hybrid,135,67.3,1.5
 Yaris,2017,10298,Manual,12743,Petrol,150,58.9,1.5
 Yaris,2018,9895,Manual,21403,Petrol,145,58.9,1.5
 Yaris,2016,8498,Manual,20249,Petrol,30,58.0,1.3
 Yaris,2017,10998,Manual,7350,Petrol,150,56.5,1.5
 Yaris,2017,10298,Manual,22350,Petrol,150,56.5,1.5
 Yaris,2015,10498,Automatic,41321,Hybrid,0,78.0,1.5
 Yaris,2019,11995,Manual,11424,Petrol,145,47.9,1.5
 Yaris,2017,11995,Automatic,20050,Hybrid,0,86.0,1.5
 Yaris,2017,8995,Manual,30419,Petrol,30,58.0,1.3
 Yaris,2013,6920,Semi-Auto,51642,Petrol,125,53.3,1.3
 Yaris,2017,9420,Manual,7788,Petrol,30,58.0,1.3
 Yaris,2018,12990,Automatic,8125,Petrol,145,47.1,1.5
 Yaris,2016,7998,Manual,22500,Petrol,30,58.0,1.3
 Yaris,2017,8298,Manual,13120,Petrol,30,58.0,1.3
 Yaris,2018,10498,Manual,13859,Petrol,150,58.9,1.5
 Yaris,2015,6698,Manual,29015,Petrol,0,66.0,1.0
 Yaris,2016,10495,Automatic,45211,Hybrid,0,86.0,1.5
 I20,2017,7999,Manual,17307,Petrol,145,58.9,1.2
 Tucson,2016,14499,Automatic,25233,Diesel,235,43.5,2.0
 Tucson,2016,11399,Manual,37877,Diesel,30,61.7,1.7
 I10,2016,6499,Manual,23789,Petrol,20,60.1,1.0
 IX35,2015,10199,Manual,33177,Diesel,160,51.4,2.0
 I10,2015,6149,Manual,41650,Petrol,20,60.1,1.0
 I20,2015,6799,Manual,39547,Petrol,30,55.4,1.2
 Tucson,2016,14199,Automatic,30300,Diesel,125,57.6,1.7
 I30,2018,10399,Automatic,38082,Petrol,145,51.4,1.4
 Tucson,2016,12163,Manual,21014,Diesel,30,61.7,1.7
 Tucson,2017,13200,Manual,22888,Diesel,150,61.7,1.7
 I30,2017,10000,Manual,20000,Petrol,150,56.5,1.0
 I20,2015,6900,Manual,26413,Petrol,30,55.4,1.2
 Tucson,2019,17750,Manual,10000,Petrol,150,34.9,1.6
 Tucson,2017,14600,Semi-Auto,18626,Diesel,125,57.6,1.7
 I40,2015,8700,Manual,31979,Diesel,30,65.7,1.7
 Tucson,2017,13000,Manual,26685,Diesel,30,61.7,1.7
 I10,2018,7100,Manual,35000,Petrol,145,60.1,1.0
 I10,2016,7500,Manual,6000,Petrol,20,57.6,1.2
 Tucson,2017,12000,Manual,17059,Diesel,30,61.7,1.7
 Tucson,2017,11695,Manual,49174,Petrol,145,44.8,1.6
 I20,2015,7995,Manual,6413,Petrol,30,55.4,1.2
 Tucson,2015,10700,Manual,34177,Diesel,30,61.7,1.7
 I10,2016,8100,Manual,7447,Petrol,30,57.6,1.2
 IX35,2013,8200,Manual,34500,Diesel,145,53.3,1.7
 I10,2016,6600,Manual,16751,Petrol,30,57.6,1.2
 Tucson,2018,13900,Manual,16265,Petrol,150,44.8,1.6
 Tucson,2018,13700,Manual,19087,Petrol,145,44.8,1.6
 I30,2017,8300,Manual,38206,Diesel,145,78.4,1.6
 Tucson,2016,15800,Automatic,20025,Diesel,125,57.6,1.7
 Ioniq,2018,15000,Automatic,32227,Hybrid,135,78.5,1.6
 Tucson,2015,15200,Automatic,28904,Diesel,200,46.3,0.0
 I10,2014,7700,Automatic,8646,Petrol,160,45.6,0.0
 I30,2017,10500,Automatic,17663,Diesel,20,72.4,0.0
 I20,2017,11400,Automatic,12661,Petrol,145,44.1,0.0
 Kona,2018,12995,Manual,7359,Petrol,145,52.3,1.0
 Tucson,2019,18000,Manual,4353,Petrol,145,35.3,1.6
 I10,2018,9000,Manual,7126,Petrol,145,60.1,0.0
 7 Series,2014,8300,Manual,36324,Petrol,160,43.5,1.6
 I10,2018,8500,Manual,12948,Petrol,145,60.1,0.0
 I30,2019,14500,Manual,2481,Petrol,145,41.5,0.0
 Tucson,2016,13800,Manual,27311,Diesel,30,61.7,0.0
 I30,2016,9000,Manual,34443,Diesel,0,78.4,0.0
 Tucson,2017,13800,Manual,16961,Diesel,30,61.7,0.0
 Tucson,2017,14100,Manual,5067,Petrol,145,44.8,1.6
 I10,2013,5000,Manual,45230,Petrol,20,61.4,0.0
 I10,2018,10300,Manual,6349,Petrol,145,57.6,0.0
 I40,2015,11500,Manual,13268,Diesel,30,65.7,0.0
 I30,2016,9000,Manual,29610,Diesel,0,78.4,0.0
 IX35,2015,11400,Manual,23041,Diesel,165,51.4,0.0
 I20,2017,10000,Manual,21821,Petrol,145,61.4,0.0
 I10,2018,7800,Manual,17397,Petrol,150,60.1,0.0
 I10,2016,6300,Manual,31854,Petrol,20,60.1,0.0
 Tucson,2016,11300,Manual,37993,Diesel,30,61.7,0.0
 I800,2018,15500,Manual,30305,Diesel,145,31.7,0.0
 I20,2018,11700,Manual,3920,Petrol,150,46.3,0.0
 Tucson,2017,16800,Manual,21875,Petrol,145,38.7,1.6
 I10,2016,6500,Manual,27465,Petrol,20,60.1,1.0
 I10,2019,8600,Manual,4920,Petrol,145,60.1,1.0
 I30,2016,9400,Manual,18577,Petrol,145,48.7,1.4
 IX20,2013,6000,Manual,42320,Petrol,145,45.6,1.4
 Tucson,2017,15000,Manual,23310,Diesel,30,61.7,0.0
 Tucson,2019,15000,Manual,22397,Petrol,150,34.9,0.0
 Tucson,2019,16300,Manual,10066,Petrol,150,34.9,0.0
 I10,2018,8300,Manual,13148,Petrol,150,60.1,0.0
 I800,2019,18500,Manual,7691,Diesel,150,31.7,0.0
 Tucson,2016,12300,Manual,21898,Diesel,30,61.7,1.7
 I10,2016,6500,Manual,24740,Petrol,20,60.1,1.0
 I10,2014,5500,Manual,20127,Petrol,20,60.1,1.0
 I800,2018,15299,Automatic,34103,Diesel,145,33.6,2.5
 IX20,2016,9000,Manual,21152,Diesel,30,64.2,1.6
 I10,2017,7600,Manual,15618,Petrol,145,60.1,1.0
 I10,2017,7300,Manual,15594,Petrol,20,60.1,0.0
 I20,2015,7500,Manual,28123,Petrol,30,56.5,0.0
 Ioniq,2019,19800,Automatic,1963,Petrol,135,78.5,1.6
 I10,2015,7500,Manual,13637,Petrol,30,57.6,0.0
 Tucson,2017,15700,Automatic,7457,Diesel,125,57.6,0.0
 I20,2017,8500,Manual,16708,Petrol,145,58.9,0.0
 Tucson,2017,12000,Manual,2236,Petrol,160,44.8,1.6
 I30,2018,9299,Manual,21859,Petrol,145,56.5,1.0
 Tucson,2016,11599,Manual,31480,Diesel,30,61.7,1.7
 I10,2017,7000,Manual,31696,Petrol,145,57.7,1.2
 I10,2017,8000,Manual,16636,Petrol,145,60.1,0.0
 I20,2017,8600,Manual,19398,Petrol,30,58.9,0.0
 I30,2016,8900,Manual,18257,Diesel,0,78.4,1.6
 IX35,2014,9800,Manual,35541,Diesel,145,53.3,1.7
 I10,2015,6800,Manual,22211,Petrol,20,60.1,1.0
 I30,2018,11531,Automatic,35097,Petrol,145,51.4,1.4
 I40,2016,11400,Automatic,27712,Diesel,125,56.5,1.7
 IX20,2016,7194,Manual,27696,Petrol,125,50.4,1.4
 I10,2015,6500,Manual,12731,Petrol,30,57.6,1.2
 Tucson,2018,12556,Manual,20443,Petrol,145,44.8,1.6
 I10,2014,5644,Manual,40248,Petrol,20,60.1,1.0
 I10,2017,7799,Manual,21321,Petrol,145,57.7,1.2
 IX35,2011,6936,Manual,72436,Diesel,200,47.9,2.0
 I10,2018,9499,Automatic,8418,Petrol,145,47.9,1.2
 IX35,2012,5000,Manual,119050,Diesel,150,48.7,1.7
 I30,2018,9000,Manual,15804,Petrol,145,57.7,1.0
 I800,2017,13499,Automatic,44749,Diesel,145,33.6,2.5
 I10,2016,6000,Manual,23176,Petrol,30,57.6,1.2
 I10,2018,8495,Automatic,28889,Petrol,145,47.9,1.2
 I20,2019,11995,Manual,3300,Petrol,145,46.3,1.2
 I10,2018,6350,Manual,31738,Petrol,145,60.1,1.0
 I20,2019,11795,Manual,5409,Petrol,150,46.3,1.2
 Tucson,2016,13300,Manual,25071,Diesel,30,61.7,1.7
 Tucson,2018,13950,Manual,17427,Petrol,150,44.8,1.6
 Tucson,2019,15600,Manual,8000,Petrol,150,34.9,1.6
 Tucson,2016,12795,Manual,26804,Diesel,30,61.7,1.7
 I10,2014,6600,Manual,31090,Petrol,30,57.6,0.0
 7 Series,2012,6300,Manual,60200,Petrol,165,43.5,1.6
 Santa Fe,2014,15500,Automatic,37006,Diesel,265,41.5,2.2
 Tucson,2019,15400,Manual,12254,Petrol,150,34.9,1.6
 I30,2016,8900,Manual,17350,Petrol,145,48.7,1.4
 Tucson,2017,14100,Semi-Auto,27299,Diesel,145,57.6,1.7
 Tucson,2017,13100,Manual,21119,Diesel,30,61.7,1.7
 Tucson,2017,12600,Manual,36750,Diesel,30,61.7,1.7
 Tucson,2016,12950,Manual,37350,Diesel,125,58.9,2.0
 Tucson,2018,13300,Manual,29413,Petrol,150,44.8,1.6
 Tucson,2017,12700,Manual,33808,Diesel,30,61.7,1.7
 IX35,2015,9700,Manual,26564,Petrol,200,41.5,0.0
 IX35,2014,8700,Manual,54304,Diesel,145,53.3,0.0
 I20,2016,7500,Manual,41496,Petrol,30,56.5,0.0
 IX20,2014,6500,Manual,38601,Petrol,125,50.4,0.0
 I10,2017,7000,Manual,31232,Petrol,145,57.7,0.0
 I20,2019,12000,Manual,7061,Petrol,145,46.3,1.2
 I30,2015,8250,Manual,29980,Diesel,0,78.4,1.6
 I20,2017,7999,Manual,44120,Petrol,150,62.8,1.0
 IX35,2011,7799,Automatic,48528,Diesel,300,39.2,2.0
 Tucson,2016,14999,Automatic,20645,Diesel,205,47.1,2.0
 Santa Fe,2017,18999,Automatic,20599,Diesel,150,42.8,2.2
 I10,2012,3799,Manual,56582,Petrol,20,61.4,1.2
 I30,2015,7803,Manual,43022,Diesel,0,78.4,1.6
 Tucson,2016,12995,Manual,37688,Diesel,30,61.7,1.7
 Tucson,2016,16498,Automatic,12163,Diesel,200,46.3,2.0
 I30,2015,8998,Manual,16412,Petrol,145,48.7,1.4
 Kona,2019,14298,Manual,6874,Petrol,145,44.1,1.0
 IX35,2013,7298,Manual,50998,Diesel,145,48.7,1.7
 I10,2016,5998,Manual,41883,Petrol,30,57.6,1.2
 I30,2018,11998,Manual,5404,Diesel,145,74.3,1.6
 I800,2018,15998,Manual,36815,Diesel,145,28.0,2.5
 I10,2014,5498,Manual,13840,Petrol,20,60.1,1.0
 I30,2016,7498,Manual,56693,Diesel,0,78.4,1.6
 IX20,2015,6498,Manual,57819,Petrol,125,50.4,1.4
 Kona,2019,15498,Manual,5630,Petrol,145,44.1,1.0
 I20,2017,8498,Manual,19685,Petrol,145,58.9,1.2
 Tucson,2017,13698,Manual,17539,Diesel,30,61.7,1.7
 I10,2017,6998,Manual,39968,Petrol,145,57.7,1.2
 Tucson,2017,13998,Manual,21679,Diesel,30,61.7,1.7
 Tucson,2017,14498,Manual,9146,Diesel,150,61.7,1.7
 I800,2019,19998,Automatic,1477,Diesel,145,31.7,2.5
 Kona,2018,12498,Manual,12834,Petrol,145,52.3,1.0
 I40,2017,8998,Manual,59626,Diesel,150,67.3,1.7
 IX20,2016,8298,Manual,28355,Petrol,125,50.4,1.4
 Kona,2018,15995,Manual,23400,Petrol,145,52.3,1.0
 IX35,2015,9495,Manual,46000,Diesel,145,53.3,1.7
 I30,2018,8998,Manual,24070,Petrol,145,57.7,1.0
 I30,2019,14998,Manual,3010,Petrol,145,41.5,1.4
 I30,2019,14998,Manual,3303,Petrol,145,41.5,1.4
 Kona,2019,21998,Automatic,1391,Hybrid,135,52.3,1.6
 I20,2017,8998,Manual,16900,Petrol,145,55.4,1.2
 I40,2016,10998,Manual,29347,Diesel,30,65.7,1.7
 I20,2016,9498,Manual,17206,Petrol,30,58.9,1.0
 I10,2015,5998,Manual,8116,Petrol,20,60.1,1.0
 IX20,2015,7998,Manual,20077,Petrol,125,50.4,1.4
 I20,2017,7998,Manual,28502,Petrol,145,55.4,1.2
 I20,2015,7398,Manual,23656,Petrol,30,55.4,1.2
 I20,2015,6698,Manual,43795,Petrol,125,51.4,1.4
 I20,2017,8598,Manual,9392,Petrol,30,58.9,1.2
 I30,2019,23498,Manual,1437,Petrol,145,34.0,2.0
 Kona,2019,14998,Manual,2383,Petrol,145,44.1,1.0
 Santa Fe,2019,34998,Semi-Auto,4133,Diesel,145,39.2,2.2
 Santa Fe,2019,34998,Semi-Auto,4956,Diesel,145,39.2,2.2
 Tucson,2019,15998,Manual,3454,Petrol,145,35.3,1.6
 I30,2019,14998,Manual,3001,Petrol,145,41.5,1.4
 Tucson,2019,15498,Manual,14877,Petrol,150,34.9,1.6
 Tucson,2019,18998,Semi-Auto,3649,Petrol,150,36.2,1.6
 Tucson,2017,14498,Manual,12811,Diesel,150,61.7,1.7
 Tucson,2017,15298,Semi-Auto,19066,Diesel,150,57.6,1.7
 Tucson,2017,15998,Semi-Auto,11231,Diesel,150,57.6,1.7
 I10,2017,6498,Manual,23692,Petrol,20,60.1,1.0
 Santa Fe,2017,15998,Manual,48034,Diesel,205,47.1,2.2
 Tucson,2016,12498,Manual,41953,Diesel,30,61.7,1.7
 IX20,2014,5998,Manual,42386,Diesel,30,64.2,1.6
 Tucson,2018,16500,Manual,12875,Petrol,145,38.7,1.6
 Santa Fe,2015,16998,Semi-Auto,38514,Diesel,265,42.2,2.2
 Tucson,2016,10998,Manual,20258,Petrol,160,44.8,1.6
 Tucson,2017,15998,Semi-Auto,12150,Diesel,145,57.6,1.7
 Tucson,2016,18698,Automatic,14884,Diesel,235,43.5,2.0
 Tucson,2017,11498,Manual,35213,Diesel,145,61.7,1.7
 Tucson,2018,14998,Manual,7482,Petrol,145,44.8,1.6
 Tucson,2019,15498,Manual,12077,Petrol,145,34.9,1.6
 Tucson,2017,13498,Manual,5863,Petrol,160,44.8,1.6
 I20,2018,9985,Automatic,20796,Petrol,145,45.6,1.4
 I10,2017,7498,Manual,8788,Petrol,145,60.1,1.0
 Tucson,2019,15998,Manual,17841,Petrol,150,34.9,1.6
 I30,2015,8798,Manual,21701,Petrol,150,48.7,1.4
 Tucson,2019,15498,Manual,15751,Petrol,150,34.9,1.6
 I20,2016,8298,Manual,17499,Petrol,30,55.4,1.2
 Kona,2019,14998,Manual,6717,Petrol,150,44.1,1.0
 Ioniq,2019,20998,Automatic,5530,Hybrid,140,62.8,1.6
 Kona,2019,20998,Automatic,4672,Hybrid,140,52.3,1.6
 I30,2017,10485,Manual,17609,Diesel,145,72.4,1.6
 Santa Fe,2018,21985,Manual,13436,Diesel,145,47.1,2.2
 I10,2020,14485,Manual,100,Petrol,145,51.4,1.2
 I20,2020,14485,Manual,100,Petrol,145,46.3,1.2
 Tucson,2016,11485,Manual,53963,Diesel,30,61.7,1.7
 I20,2016,7489,Manual,51552,Petrol,30,56.5,1.2
 Santa Fe,2017,19429,Semi-Auto,38452,Diesel,150,42.8,2.2
 I10,2017,6995,Manual,20200,Petrol,145,60.1,1.0
 I10,2019,9985,Manual,5223,Petrol,150,57.6,1.2
 Ioniq,2019,22998,Automatic,2844,Hybrid,140,1.1,1.6
 Tucson,2016,13298,Manual,35251,Diesel,30,61.7,1.7
 I800,2019,19998,Manual,7761,Diesel,145,31.7,2.5
 I40,2015,9298,Manual,34572,Diesel,30,65.7,1.7
 Tucson,2017,14985,Manual,42858,Diesel,205,47.9,2.0
 Tucson,2018,13985,Manual,15563,Diesel,150,61.7,1.7
 I40,2017,11485,Manual,17393,Diesel,145,65.7,1.7
 I30,2017,10785,Manual,19273,Diesel,145,74.3,1.6
 I30,2017,10485,Manual,15359,Diesel,145,72.4,1.6
 I20,2019,9485,Manual,10758,Petrol,145,46.3,1.2
 I20,2019,10485,Manual,13484,Petrol,145,46.3,1.2
 I30,2017,8985,Manual,18266,Diesel,145,72.4,1.6
 Tucson,2016,14798,Semi-Auto,23865,Diesel,125,57.6,1.7
 Tucson,2017,13698,Manual,31739,Diesel,145,61.7,1.7
 Tucson,2017,14498,Semi-Auto,17754,Diesel,125,57.6,1.7
 I10,2014,5498,Manual,23928,Petrol,20,60.1,1.0
 Tucson,2016,11498,Manual,40297,Diesel,30,61.7,1.7
 IX35,2015,8250,Manual,59238,Diesel,145,54.3,1.7
 I10,2017,7495,Manual,25203,Petrol,30,57.7,1.2
 I800,2017,15985,Automatic,35154,Diesel,325,33.6,2.5
 IX35,2015,7885,Manual,59817,Diesel,145,54.3,1.7
 IX35,2015,7995,Manual,54783,Diesel,150,53.3,1.7
 I20,2019,10485,Manual,11166,Petrol,145,46.3,1.2
 Tucson,2016,10998,Manual,40191,Diesel,30,61.7,1.7
 I20,2017,8498,Manual,12588,Petrol,145,55.4,1.2
 Santa Fe,2015,13998,Manual,54963,Diesel,200,46.3,2.2
 Tucson,2016,11998,Manual,35224,Diesel,30,61.7,1.7
 I20,2017,8995,Manual,19229,Petrol,145,62.8,1.0
 Santa Fe,2013,12245,Semi-Auto,72854,Diesel,260,41.5,2.2
 Santa Fe,2016,18295,Semi-Auto,22404,Diesel,235,42.2,2.2
